,Unnamed: 0.1,Unnamed: 0,ID,L1,L1_2,text,shortened_text,SPOT,level,num_sentences,num_tokens,mean_tokens_per_sentence,type_token_ratio,num_verbs,total_char_count,LIM_count,HIM_count,wago_count,kango_count,tokyollm_8B_Instruct_surp,tokyollm_8B_surp,jpllm_3.7b_Instruct_surp,jpllm_3.7b_surp,llama_8B_Instruct_surp,llama_8B_surp
231,231,231,KKR35,KOR,韓国語,"私たちは日常でパスとフードと家庭で作ったスロウフードを食べています。２つ全部良いところと悪いところがあります。
まず、パスとフードについて論してみます。パスとフードは普通にもうできている飲食を簡単な調理をして食べます。それで調理する時間を含めて食べることにかかる時間を節約する事が出来ます。特に忙しい日々を過ごしている現代の人々にパスとフードは大人気です。これが良いところの１つ目です。そしてパスとフードは大体安いほうなので、お金の節約も出来ます。韓国と日本は物価が高い方なので一般の庶民にも人気があると思います。これが良いところの２つ目です。
でも、パスとフードはその材料の原産地とかの安全についての問題があるとよく言われます。これは私たちの健康につながっている大事なところですので、この部分はパスとフードの悪いところの１つだと思います。そして、パスとフードだけを食べたら家族と一緒に過ごす時間が少なくなる可能性があるのも悪いところだと思います。
家庭で作る、いわゆるスーロフードについて論します。スーロフードは一般的に考える家での食事です。家で家族が食べますから普通はいい材料で作られます。宝まずは何より健康に良いです。そして家族と一緒に食べることが出来るので家族関係にもいい影響を与えられると思います。
でも、最近、物価が高めているので家での食事にかかる値段が高い方なのは悪いところです。そして、忙しい現代の人々には家庭でのスーロフードを食べるのがどんどん難しくなるのも悪いところの１つだと思います。
食生活といえば、人のもっとも基本的なものだと思います。そしてその食生活は最近早いスピードで変わっています。その流れにパスト、スーロフードなどの言葉が現時代の食生活の様子を表せています。つまり食生活は文化だと思います。","私たちは日常でパスとフードと家庭で作ったスロウフードを食べています。２つ全部良いところと悪いところがあります。
まず、パスとフードについて論してみます。パスとフードは普通にもうできている飲食を簡単な調理をして食べます。それで調理する時間を含めて食べることにかかる時間を節約する事が出来ます。特に忙しい日々を過ごしている現代の人々にパスとフードは大人気です。これが良いところの１つ目です。そしてパスとフードは大体安いほうなので、お金の節約も出来ます。韓国と日本は物価が高い方なので一般の庶民にも人気があると思います。これが良いところの２つ目です。
でも、パスとフードはその材料の原産地とかの安全についての問題があるとよく言われます。これは私たちの健康につながっている大事なところですので、この部分はパスとフードの悪いところの１つだと思います。そして、パスとフードだけを食べたら家族と一緒に過ごす時間が少なくなる可能性があるのも悪いところだと思います。
家庭で作る、いわゆるスーロフードについて論します。スーロフードは一般的に考える家での食事です。家で家族が食べますから普通はいい材料で作られます。宝まずは何より健康に良いです。そして家族と一緒に食べることが出来るので家族関係にもいい影響を与えられると思います。
でも、最近、物価が高めているので家での食事にかかる値段が高い方なのは悪いところです。そして",81.0,advanced,24.0,401.0,16.708333333333332,0.3366583541147132,23.0,762.0,31.0,27.0,164.0,67.0,2.63,2.143,3.12,3.018,2.469,2.392
232,232,232,KKR39,KOR,韓国語,"私が子供のごる、両親はファーストフードを見るたび「外国の料理はあんまり。」とか言っていた。でも今頃ファーストフードを外国のものだから好きじゃないと思う人は少ないだろう。ファーストフードは外国のものではなく、もはや私たちの食生活の一部になっているのだ。
多くの人は、それを恐れっている。だってファーストフードは体に良くないからだ。ファーストフードは栄養が偏っているし、カロリーも異常に高い。成長期の体には毒に近いとでも言われているほどだ。それでも多くの人たちはファーストフードを今日も食べている、それはなぜだろうか。
事実、私たちみんな「ファーストフードが体に悪い」てことぐらいしっている。テレビや新聞なんかによく乗っているし、ファーストフードをたくさん食べたら体が悪くなることを経験してみたからだ（そんな馬鹿な経験は私だけかもしらないが）。そして私たちは家庭の料理の方が味もいいし、体にもいいってこともしている。それでもなぜ私たちはファーストフードをたべるのか。それは私たちがいつも時間に追われているからだ。注文して五分、食べ終わるので五、合計十分。それ程の速さ、忙しい現代人には魅力てきすぎるのだ。
ファーストフードを恐れる人たちの中には、子供のころから食生活をきちんと教育することでファーストフードを避け、健康を守れると申したつ人たちもいる。でも私はそれでは限界があると思う。私たちがファーストフードをたべる理由は、忙しすぎる社会に住んでいるがらだ。食生活を直したいのなら、「早く、早く、」を叫ぶ社会の風土から変えるべきではないだろうか。","私が子供のごる、両親はファーストフードを見るたび「外国の料理はあんまり。」とか言っていた。でも今頃ファーストフードを外国のものだから好きじゃないと思う人は少ないだろう。ファーストフードは外国のものではなく、もはや私たちの食生活の一部になっているのだ。
多くの人は、それを恐れっている。だってファーストフードは体に良くないからだ。ファーストフードは栄養が偏っているし、カロリーも異常に高い。成長期の体には毒に近いとでも言われているほどだ。それでも多くの人たちはファーストフードを今日も食べている、それはなぜだろうか。
事実、私たちみんな「ファーストフードが体に悪い」てことぐらいしっている。テレビや新聞なんかによく乗っているし、ファーストフードをたくさん食べたら体が悪くなることを経験してみたからだ（そんな馬鹿な経験は私だけかもしらないが）。そして私たちは家庭の料理の方が味もいいし、体にもいいってこともしている。それでもなぜ私たちはファーストフードをたべるのか。それは私たちがいつも時間に追われているからだ。注文して五分、食べ終わるので五、合計十分。それ程の速さ、忙しい現代人には魅力てきすぎるのだ。
ファーストフードを恐れる人たちの中には、子供のころから食生活をきちんと教育することでファーストフードを避け、健康を守れると申したつ人たちもいる。でも私はそれでは限界があると思う。私たちがファーストフ",84.0,advanced,20.0,352.0,17.6,0.3806818181818182,28.0,671.0,21.0,29.0,151.0,44.0,2.605,2.231,3.359,3.34,2.766,2.651
233,233,233,KKR43,KOR,韓国語,"最近、多くの人が忙しくなったのでファーストフードの消費がかなり増えました。ですがファーストフードは体にかなりよくないです。トランス脂肪、ショートニングなど、健康によくない成分ばかり入っています。それにファストフードを食べることで心臓や血管、代謝などの健康が低下するという報告も多くあります。その反面、家庭料理は体にいい場合が多くあります。ファーストフードは金を儲かるために作りますが、家庭料理は売るために作るのではなく、食べる人をちゃんと考えて作ります。
気持ちが込められた食べ物を食べるのがいい食生活と思います。","最近、多くの人が忙しくなったのでファーストフードの消費がかなり増えました。ですがファーストフードは体にかなりよくないです。トランス脂肪、ショートニングなど、健康によくない成分ばかり入っています。それにファストフードを食べることで心臓や血管、代謝などの健康が低下するという報告も多くあります。その反面、家庭料理は体にいい場合が多くあります。ファーストフードは金を儲かるために作りますが、家庭料理は売るために作るのではなく、食べる人をちゃんと考えて作ります。
気持ちが込められた食べ物を食べるのがいい食生活と思います。",82.0,advanced,7.0,124.0,17.714285714285715,0.5564516129032258,14.0,257.0,11.0,11.0,63.0,19.0,2.659,2.158,3.271,3.29,2.446,2.415
234,234,234,KKR44,KOR,韓国語,"人間が生きるためには「衣食住」が必要である。「衣食住」の中で、「食」は毎日３回ずつ選べる。いや、選べなければならない。一日３回も選ぶので、私たちには「食」の選択肢もたくさんある。生活パターンや好みなどによって自身が食べたいことを選ぶようになるが、何を食べても満腹であればよい食生活をしていると言えるか。
一体よい食生活とは何であろうか。おそらく自身に合ういい食べ物を食べるものであろう。一般的にファーストフードは体に悪く、家庭食は体にいいという認識が広がっている。その通りなら、ファーストフードを食べずに、家庭食だけを食べる人はよい食生活をしているのか。
ファーストフードは時間があまりなくて食事ができない人に最適な一食になれる。しかし、家庭食に比べると、ファーストフードでは十分な栄養を摂取し難しい。そうかといって、家庭食が無条件でいいものでもない。比較的に多様な栄養を取られるが、調理して食べるまで時間がかかるので、家庭食にだけこだわっていれば、むしろ食事を済ませない場合もある。
前に言及したように、よい食生活とは、自身に合ういい食べ物を食べるものである。もし仕事で食事の時間がない人はファーストフードを食べるのが自身の生活パターンに合うよい食生活になれる。ハンバーガーを食べても、フライド･ポテトの代わりにサラダを、コーラーの変わりに牛乳を選べば栄養の問題も解決できる。逆に時間が十分あって、家庭食を食べても偏食をするなら、よい食生活と言えない。
要すると、よい食生活とは、ファーストフードか家庭食かの問題ではなく、栄養を考えて自分の生活パターンに合う食べ方で食事をするものである。「食」は毎日３回選べるので、すこしだけ考えて賢明に選択をすれば、生活の質を向上させるに寄与できると思う。","人間が生きるためには「衣食住」が必要である。「衣食住」の中で、「食」は毎日３回ずつ選べる。いや、選べなければならない。一日３回も選ぶので、私たちには「食」の選択肢もたくさんある。生活パターンや好みなどによって自身が食べたいことを選ぶようになるが、何を食べても満腹であればよい食生活をしていると言えるか。
一体よい食生活とは何であろうか。おそらく自身に合ういい食べ物を食べるものであろう。一般的にファーストフードは体に悪く、家庭食は体にいいという認識が広がっている。その通りなら、ファーストフードを食べずに、家庭食だけを食べる人はよい食生活をしているのか。
ファーストフードは時間があまりなくて食事ができない人に最適な一食になれる。しかし、家庭食に比べると、ファーストフードでは十分な栄養を摂取し難しい。そうかといって、家庭食が無条件でいいものでもない。比較的に多様な栄養を取られるが、調理して食べるまで時間がかかるので、家庭食にだけこだわっていれば、むしろ食事を済ませない場合もある。
前に言及したように、よい食生活とは、自身に合ういい食べ物を食べるものである。もし仕事で食事の時間がない人はファーストフードを食べるのが自身の生活パターンに合うよい食生活になれる。ハンバーガーを食べても、フライド･ポテトの代わりにサラダを、コーラーの変わりに牛乳を選べば栄養の問題も解決できる。逆に時間が十分あって、",81.0,advanced,19.0,395.0,20.789473684210527,0.3341772151898734,25.0,747.0,35.0,34.0,140.0,83.0,2.471,1.929,3.143,3.066,2.388,2.268
235,235,235,KKR46,KOR,韓国語,"私は中学の頃、テレビで見たイギリスの料理番組「ネイキット・シェフ」のジェイミー・オリバーがとても楽しいそうに料理を作って、美味しく食べることを見たことがきっかけとなって、料理が遊びのように思われた。良質の材料を買って、レシピに従えばまず失敗しない。少し変容を加えたら自分の好みに合わせることもできる。何を食べてもそこそこの味がするファストフードとは違う。だが、料理を作って、食べることまでは楽しいが、後片付けは面倒くさい。時には、後片付けどころか、料理さえ作りたくない日もある。そうなったら、レトルトやデリバリーしかない。大手企業のファストフードは早くて、意外と自分で作るよりやすくて、後片付けも簡単だ。普段家庭料理をファストフードと比較して、二つが反対する概念のように見えるが、果たしてそうであるのか。
「ファストフード」に対抗する「スローフード」という概念がある。時間をかけて作る手作り料理は美味くて健康的だが、家庭で毎日じっくり時間をかけて、二三回も料理を作ることは大変だ。スローフードは皆が忙しい現代社会に似合わない。とは言え、大手企業のファストフードが主流になって食文化を壊すことも望ましくない。ならば、食文化がを守るためには家庭料理がファストフードを勝てろように、早くて、簡単に作れなけれればいいのではないか。今、ファストフードから食文化を守れるのはスローフードではなく、ファスト家庭料理ではないか。","私は中学の頃、テレビで見たイギリスの料理番組「ネイキット・シェフ」のジェイミー・オリバーがとても楽しいそうに料理を作って、美味しく食べることを見たことがきっかけとなって、料理が遊びのように思われた。良質の材料を買って、レシピに従えばまず失敗しない。少し変容を加えたら自分の好みに合わせることもできる。何を食べてもそこそこの味がするファストフードとは違う。だが、料理を作って、食べることまでは楽しいが、後片付けは面倒くさい。時には、後片付けどころか、料理さえ作りたくない日もある。そうなったら、レトルトやデリバリーしかない。大手企業のファストフードは早くて、意外と自分で作るよりやすくて、後片付けも簡単だ。普段家庭料理をファストフードと比較して、二つが反対する概念のように見えるが、果たしてそうであるのか。
「ファストフード」に対抗する「スローフード」という概念がある。時間をかけて作る手作り料理は美味くて健康的だが、家庭で毎日じっくり時間をかけて、二三回も料理を作ることは大変だ。スローフードは皆が忙しい現代社会に似合わない。とは言え、大手企業のファストフードが主流になって食文化を壊すことも望ましくない。ならば、食文化がを守るためには家庭料理がファストフードを勝てろように、早くて、簡単に作れなけれればいいのではないか。今、ファストフードから食文化を守れるのはスローフードではなく、ファスト家庭料理",84.0,advanced,15.0,293.0,19.53333333333333,0.4232081911262799,24.0,606.0,20.0,23.0,118.0,49.0,2.688,2.202,3.29,3.285,2.641,2.527
236,236,236,KKR51,KOR,韓国語,"人間にとって食事という行為は一番基本的な欲求で、また健康と直結する大事なことである。それほど」よく食べる。」ということは重要だけど、現代人にとっていつもちゃんと調理した手作り料理を食べることはずいぶん難しいことであるのが事実だ。こういうことで、現代にはファーストフードを利用する人が多い。そのファーストフードと家庭料理はそれぞれの長所と短所がある。
まず家庭料理からみると、何よりも安全で自分の状態に合わせたウェルバランスの食事を食べることができる。だが準備する時間がかかるし自分がメニューを決めて調理、後片付けまで、つまりはじめから終わりまで気をつかないとだめなので煩わしい面がある。
ファーストフードの場合は名前からも分かるように早く食べられるのが特徴だ。お金さえ払えば直ちに食事が出る。それに種類も多いし他の食事より値段も安くて、忙しい現代人にはぴったりな形である。しかしほとんどのファーストフードは栄養が不均衡で特にナトリウムと飽和脂肪の含有量が高い。これは長く摂取すると肥満や成人病のような病気になりやすい。
このように、家庭料理とファーストフードはめいめいの特徴が違う。家庭料理としていつも健康食なことでもないし、ファーストフードとして絶対悪いのでもない。重要なものは均衡なのだ。食生活にとって忘れてはいけないものは自分の状況を把握して一番必要な方法を折々の都合に合わせて選ぶことだ。もちろん自分が毎日栄養のバランスの取れた食事を準備できればそれは理想的だ。だが度々には都合によってファーストフードを食べてもそれなりの風味があると思う。","人間にとって食事という行為は一番基本的な欲求で、また健康と直結する大事なことである。それほど」よく食べる。」ということは重要だけど、現代人にとっていつもちゃんと調理した手作り料理を食べることはずいぶん難しいことであるのが事実だ。こういうことで、現代にはファーストフードを利用する人が多い。そのファーストフードと家庭料理はそれぞれの長所と短所がある。
まず家庭料理からみると、何よりも安全で自分の状態に合わせたウェルバランスの食事を食べることができる。だが準備する時間がかかるし自分がメニューを決めて調理、後片付けまで、つまりはじめから終わりまで気をつかないとだめなので煩わしい面がある。
ファーストフードの場合は名前からも分かるように早く食べられるのが特徴だ。お金さえ払えば直ちに食事が出る。それに種類も多いし他の食事より値段も安くて、忙しい現代人にはぴったりな形である。しかしほとんどのファーストフードは栄養が不均衡で特にナトリウムと飽和脂肪の含有量が高い。これは長く摂取すると肥満や成人病のような病気になりやすい。
このように、家庭料理とファーストフードはめいめいの特徴が違う。家庭料理としていつも健康食なことでもないし、ファーストフードとして絶対悪いのでもない。重要なものは均衡なのだ。食生活にとって忘れてはいけないものは自分の状況を把握して一番必要な方法を折々の都合に合わせて選ぶことだ。もち",81.0,advanced,18.0,341.0,18.944444444444443,0.4457478005865102,21.0,674.0,39.0,28.0,133.0,74.0,2.615,2.128,3.422,3.364,2.542,2.451
237,237,237,KKR52,KOR,韓国語,"最近ファーストフード店はどこでも目にするぐらい、その店舗の数が非常に多い。言い換えれば、ファーストフードを食べる人数も非常に多いとも言えるだろう。なぜ、こんなに人々はファーストフードが好きになってしまったのか。その理由はいくつかある。まず、現代社会のように早く変化する時代に時間はまるで金のようなことで認識されている。その背景によって、ファーストフードは時間があまりかからず手軽に食べれるし、値段も割りに安い方だし、美味しいのが人気の秘訣である。しかし、栄養のバランスが偏って偏食しがちでカロリーが高くして肥満や成人病の原因にもなる。
反面、家庭での手作り料理はコストを抑えるために質の低い材料で大量生産するファーストフードに比べて新鮮な材料を使って多少費用や時間などがかかるかもしれないが、
栄養バランスがちゃんと取れた食べ物を食べれるので健康にもいいし、相対的にカロリーも低いから、肥満を防げる効果がある。それに料理を作る楽しみを味わえるでしょう。
やはり、現代社会を生きている私たちにとって特に若者にとってファーストフードを全然食べないのはできないかもしれない。しかし、注意すべきのはそれを主食のように食べてはいけないのである。私が提案したいのは食べる回数制限である。例えば、月１０回以上は危険、5回以上は警告、2回は普通、それ以下は良いということで基準を決めて
回避するのでる。もちろん、何かを食べるのは個人の問題で関与したいはないが、健やかに生きたいのなら控えたほうが良いと思うのだ。","最近ファーストフード店はどこでも目にするぐらい、その店舗の数が非常に多い。言い換えれば、ファーストフードを食べる人数も非常に多いとも言えるだろう。なぜ、こんなに人々はファーストフードが好きになってしまったのか。その理由はいくつかある。まず、現代社会のように早く変化する時代に時間はまるで金のようなことで認識されている。その背景によって、ファーストフードは時間があまりかからず手軽に食べれるし、値段も割りに安い方だし、美味しいのが人気の秘訣である。しかし、栄養のバランスが偏って偏食しがちでカロリーが高くして肥満や成人病の原因にもなる。
反面、家庭での手作り料理はコストを抑えるために質の低い材料で大量生産するファーストフードに比べて新鮮な材料を使って多少費用や時間などがかかるかもしれないが、
栄養バランスがちゃんと取れた食べ物を食べれるので健康にもいいし、相対的にカロリーも低いから、肥満を防げる効果がある。それに料理を作る楽しみを味わえるでしょう。
やはり、現代社会を生きている私たちにとって特に若者にとってファーストフードを全然食べないのはできないかもしれない。しかし、注意すべきのはそれを主食のように食べてはいけないのである。私が提案したいのは食べる回数制限である。例えば、月１０回以上は危険、5回以上は警告、2回は普通、それ以下は良いということで基準を決めて
回避するのでる。もちろん、何か",84.0,advanced,14.0,340.0,24.285714285714285,0.4764705882352941,26.0,647.0,32.0,27.0,136.0,63.0,2.632,2.147,3.349,3.269,2.639,2.53
238,238,238,KKR55,KOR,韓国語,"現代の人々はインスタント料理、つまり即的料理を日常的に食べています。100年前の韓国の人々は想像もできなかったはずの風景ではないかと思っています。でも、最近の人々はインスタント料理が健康に良くないということが分かって、家で作った料理を食べようとする人も多く増加している推移だそうです。しかし、私はインスタント料理を食べることと家庭料理を食べることには各々長所と短所があると思います。
まず、インスタント料理の長所と短所を考えてみれば、カロリーが高くて、ビタミン・繊維質などの要素がほとんどなくて、体に良くないことが分かります。しかし、時間を節約して食事をするのによくて、適切な量を摂取すると健康にも悪くないことが分かります。一方、家庭料理はどんな材料を使うのか、どんな献立なのかによって健康にいい影響を与えるかも知れないし、その反対であるかも知れませんが、普通インスタント料理に比べて健康にいいことが多くの研究で明らかになりました。家庭料理を食べながら、家族が一緒に食事をすれば、子供たちの情緒にも良くて親子の関係も良くなるということも研究で明らかになりました。しかし、忙しい生活をしている現代の人々にはやはり難しいことではないかと思います。","現代の人々はインスタント料理、つまり即的料理を日常的に食べています。100年前の韓国の人々は想像もできなかったはずの風景ではないかと思っています。でも、最近の人々はインスタント料理が健康に良くないということが分かって、家で作った料理を食べようとする人も多く増加している推移だそうです。しかし、私はインスタント料理を食べることと家庭料理を食べることには各々長所と短所があると思います。
まず、インスタント料理の長所と短所を考えてみれば、カロリーが高くて、ビタミン・繊維質などの要素がほとんどなくて、体に良くないことが分かります。しかし、時間を節約して食事をするのによくて、適切な量を摂取すると健康にも悪くないことが分かります。一方、家庭料理はどんな材料を使うのか、どんな献立なのかによって健康にいい影響を与えるかも知れないし、その反対であるかも知れませんが、普通インスタント料理に比べて健康にいいことが多くの研究で明らかになりました。家庭料理を食べながら、家族が一緒に食事をすれば、子供たちの情緒にも良くて親子の関係も良くなるということも研究で明らかになりました。しかし、忙しい生活をしている現代の人々にはやはり難しいことではないかと思います。",81.0,advanced,9.0,283.0,31.444444444444443,0.392226148409894,15.0,521.0,28.0,27.0,126.0,55.0,2.197,1.83,2.882,2.803,2.236,2.174
239,239,239,KKR56,KOR,韓国語,"要するにファーストフードと家庭食と長所と短所は「準備にかかる時間」と「栄養のバランス」の二つのキーワードで述べることが出来る。大体に準備の時間が長ければ長いほど、栄養のバランスはとれている傾向がある。
ファーストフードはその名称が暗示しているように準備の時間が短くてそれがファーストフードの誇りである。ラーメンやレトルト食品の調理時間は十分の内だ。そして町に並べているハンバーガー店で手軽く、時間も無駄遣いもなしに簡単に一食を解決することができるのだ。しかし先述べたようにこんな食品の栄養のバランスは全然よくない。
だが、家庭食は準備に時間がかかる。基本的なご飯さえ30分、汁は一時間以上の時間が必要だ。これは忙しいこの世にふさわしくない長い準備時間である。だが準備時間が長くて天然の食材で作られた家庭食の一食は健康のためだ。つまり栄養のバランスがファーストフードなどとは比較できないくらいとれている。","要するにファーストフードと家庭食と長所と短所は「準備にかかる時間」と「栄養のバランス」の二つのキーワードで述べることが出来る。大体に準備の時間が長ければ長いほど、栄養のバランスはとれている傾向がある。
ファーストフードはその名称が暗示しているように準備の時間が短くてそれがファーストフードの誇りである。ラーメンやレトルト食品の調理時間は十分の内だ。そして町に並べているハンバーガー店で手軽く、時間も無駄遣いもなしに簡単に一食を解決することができるのだ。しかし先述べたようにこんな食品の栄養のバランスは全然よくない。
だが、家庭食は準備に時間がかかる。基本的なご飯さえ30分、汁は一時間以上の時間が必要だ。これは忙しいこの世にふさわしくない長い準備時間である。だが準備時間が長くて天然の食材で作られた家庭食の一食は健康のためだ。つまり栄養のバランスがファーストフードなどとは比較できないくらいとれている。",82.0,advanced,11.0,209.0,19.0,0.4497607655502392,12.0,401.0,30.0,21.0,85.0,48.0,2.754,2.238,3.434,3.448,2.64,2.522
240,240,240,KKR58,KOR,韓国語,"この世には大きく二つの種類の食べ物があります。家庭料理と呼ばれるものと、ファストフードと呼ばれるものがそれです。社会が現代化するにつれて、私たちはだんだんファストフードに食べなれてきました。Wikipediaによりますと、家庭料理とは一般家庭で日常的に作られ、食べられてる料理のことです。日本の代表的家庭料理には肉じゃが、野菜炒め、カレーライスなどがあります。家庭料理のよさはやはりおふくろの味にあります。体にいい食材を使って、時間をかけて作った家庭料理は食べる人が気持ちよく食べることができます。もちろん、栄養面においてもバランスが取れた食事ができるので、健康でいられるという長所もあります。ファストフードはインスタント食品とも言えます。短時間で調理、あるいは注文してから、すぐ食べられる手軽な食品や食事のことです。ピザやチキン、ハンバーガーなどが代表的なファストフードです。ファストフードはじっくり作る家庭料理とは違って、早く食べられるという長所があります。でも、小麦粉を主な食材とし、油で料理することが多いので栄養的にはあまり良いとは言えません。
しかし、最近の人々はだんだん家庭料理よりファストフードを好む傾向にあります。なぜなら、現代化した今は仕事も勉強も遊びもなるべく早く行動しようとするきらいがあるし、社会もそれを望んでいるからです。忙しい世の中でインスタント食品ばかり食べる人たちは肥満、栄養不足など色んな病気にも露出されています。でも長くみて、皆が健康でいるためには失われつつある家庭料理の文化を復活させる必要があると思います。","この世には大きく二つの種類の食べ物があります。家庭料理と呼ばれるものと、ファストフードと呼ばれるものがそれです。社会が現代化するにつれて、私たちはだんだんファストフードに食べなれてきました。Wikipediaによりますと、家庭料理とは一般家庭で日常的に作られ、食べられてる料理のことです。日本の代表的家庭料理には肉じゃが、野菜炒め、カレーライスなどがあります。家庭料理のよさはやはりおふくろの味にあります。体にいい食材を使って、時間をかけて作った家庭料理は食べる人が気持ちよく食べることができます。もちろん、栄養面においてもバランスが取れた食事ができるので、健康でいられるという長所もあります。ファストフードはインスタント食品とも言えます。短時間で調理、あるいは注文してから、すぐ食べられる手軽な食品や食事のことです。ピザやチキン、ハンバーガーなどが代表的なファストフードです。ファストフードはじっくり作る家庭料理とは違って、早く食べられるという長所があります。でも、小麦粉を主な食材とし、油で料理することが多いので栄養的にはあまり良いとは言えません。
しかし、最近の人々はだんだん家庭料理よりファストフードを好む傾向にあります。なぜなら、現代化した今は仕事も勉強も遊びもなるべく早く行動しようとするきらいがあるし、社会もそれを望んでいるからです。忙しい世の中でインスタント食品ばかり食べる人たちは肥",90.0,advanced,17.0,332.0,19.529411764705884,0.4216867469879518,25.0,673.0,36.0,29.0,140.0,66.0,2.066,1.665,2.872,2.809,2.124,2.021
241,241,241,RRS04,RUS,ロシア語,"一日中忙しくて、まともな食事をするためにレストランに寄るほどの暇もない人がたくさんいる現実。そのせいで安くてどこにでもある便利なファストフードの店に行く人も多い。ファストフードの店は年々増えていく。わずか100円で買えるハンバーガー、冷たいコーラなどで満腹になって仕事に戻る。しかし本当にファストフードは栄養的にいいのか？実際に、習慣的に食べると太るとか、肉が新鮮じゃないなどの栄養的・衛生的な問題がある。
おいしい反面危ないファストフードより手料理のほうが健康的だ。賞味期限のものを使わず、好な料理だけ作ることができる。どんなに忙しくても、ファストフードではなく家から持ってきた、好きなものだけの入った弁当などを食べると太らないし、ハンバーガーよりおいしい。
食べ応えのあるファストフードは非常に少ない。気分にも影響しやすいのでファストフードはほどほどに。
私、手料理のほうがずっと健康的だと思う。ファストフードはハンバーガーやコーラ、いろいろ好きだけどほどほどに食べる。しかしやっぱり自分で作った、それとも好きな人が作ってくれた大好物が一番！皆さん、食べ物に気をつけてください！","一日中忙しくて、まともな食事をするためにレストランに寄るほどの暇もない人がたくさんいる現実。そのせいで安くてどこにでもある便利なファストフードの店に行く人も多い。ファストフードの店は年々増えていく。わずか100円で買えるハンバーガー、冷たいコーラなどで満腹になって仕事に戻る。しかし本当にファストフードは栄養的にいいのか？実際に、習慣的に食べると太るとか、肉が新鮮じゃないなどの栄養的・衛生的な問題がある。
おいしい反面危ないファストフードより手料理のほうが健康的だ。賞味期限のものを使わず、好な料理だけ作ることができる。どんなに忙しくても、ファストフードではなく家から持ってきた、好きなものだけの入った弁当などを食べると太らないし、ハンバーガーよりおいしい。
食べ応えのあるファストフードは非常に少ない。気分にも影響しやすいのでファストフードはほどほどに。
私、手料理のほうがずっと健康的だと思う。ファストフードはハンバーガーやコーラ、いろいろ好きだけどほどほどに食べる。しかしやっぱり自分で作った、それとも好きな人が作ってくれた大好物が一番！皆さん、食べ物に気をつけてください！",86.0,advanced,15.0,232.0,15.466666666666669,0.5172413793103449,22.0,491.0,15.0,14.0,108.0,32.0,2.829,2.345,3.717,3.647,2.829,2.653
242,242,242,RRS10,RUS,ロシア語,"現在多くの人々はファーストフードを食べます。多くの人々はファーストフードは人間のために悪いと思います。しかし、他の人々はファーストフードが人間のために悪くないいと思います。だいいちに、ファーストフードは忙しい人に便利です。第二に、ファーストフードレストランでの食事は少し時間がかかります。もちろん、自由な時間はビジネスのために重要です。第三に、ファーストフードの物価はあまり高くありません。これはポケットたくさんのお金を持っていないティーンエイジャーのために特に重要です。
しかし、他の立場があります。だいいちに、ファーストフードに私たちの健全に不可欠なビタミンが含まれていません。第二に、多くの人々がハンバーガーを食べて、コカ？コーラを飲みます。でも、それは有利ではありません。人々は超過を重量します。第三に、ファーストフードは人々の健康を破壊し、人々の体に響きます。ですから、多くの人々が神経質になります。
私はファーストフードが人に悪いと思います。忙しい人はホームで昼食を作ってそれを仕事に持って来ることができます。ファーストフードのレストランでいろいろなサラダを買うことができます。それは有利で生地のままの料理です。私たちは私たちの体を労ることができます。ファーストフードを食べるのは現代人のために便利です。時々ファーストフードを食べることができますが、それを乱用することができません。","現在多くの人々はファーストフードを食べます。多くの人々はファーストフードは人間のために悪いと思います。しかし、他の人々はファーストフードが人間のために悪くないいと思います。だいいちに、ファーストフードは忙しい人に便利です。第二に、ファーストフードレストランでの食事は少し時間がかかります。もちろん、自由な時間はビジネスのために重要です。第三に、ファーストフードの物価はあまり高くありません。これはポケットたくさんのお金を持っていないティーンエイジャーのために特に重要です。
しかし、他の立場があります。だいいちに、ファーストフードに私たちの健全に不可欠なビタミンが含まれていません。第二に、多くの人々がハンバーガーを食べて、コカ？コーラを飲みます。でも、それは有利ではありません。人々は超過を重量します。第三に、ファーストフードは人々の健康を破壊し、人々の体に響きます。ですから、多くの人々が神経質になります。
私はファーストフードが人に悪いと思います。忙しい人はホームで昼食を作ってそれを仕事に持って来ることができます。ファーストフードのレストランでいろいろなサラダを買うことができます。それは有利で生地のままの料理です。私たちは私たちの体を労ることができます。ファーストフードを食べるのは現代人のために便利です。時々ファーストフードを食べることができますが、それを乱用することができません。",55.0,beginner,23.0,295.0,12.826086956521738,0.3322033898305084,16.0,597.0,29.0,15.0,102.0,36.0,2.168,1.865,3.39,3.29,2.231,2.082
